Question,Sampling Rate,Experiment ID,File Name,Status,Match (Rfty Code),Match (Ori Code),Buggy Code,Buggy Mutation,Refactored Correct Code,Original Correct File Name,Rule ID,Repair,Stru. Matching Time,Online Refactoring Time,GCR Time,Stru. Mutation Time,Block Mapping Time,Variable Mapping Time,Specification&Synthesis Time,Total Time,#Passed Test Case,#Test Case,RPS
question_5,100,0,wrong_5_022.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    rs = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        rs . append [ biggest ]
        lst . remove [ biggest ]
    return r


","def top_k ( lst , k ) :
    rs = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        rs . append [ biggest ]
        lst . remove [ biggest ]
    return r


","def top_k ( lst , k ) :
    rs = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        rs . append ( biggest )
        lst . remove ( biggest )
    return rs


",{'top_k': 'correct_5_030.py'},{'top_k': ''},"def top_k ( lst , k ) :
    rs = [ ]
    for qwerty in range ( 0 , k ) :
        biggest = lst [ 0 ]
        for k in lst :
            if ( biggest < k ) :
                biggest = k
        rs . append ( biggest )
        lst . remove ( biggest )
    return rs
",N/A,0.641,0.156,0.000,0.000,0.156,0.250,1.203,5,5,0.111
question_5,100,0,wrong_5_023.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop [ 0 ] )
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop [ 0 ] )
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


",{'top_k': 'correct_5_057.py'},{'top_k': ''},"def top_k ( sort_k , k ) :
    sort = [ ]
    while sort_k :
        biggest = sort_k [ 0 ]
        for i in sort_k [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        sort_k . remove ( biggest )
        sort . append ( biggest )
    ref_n = 1
    n = [ ]
    while ( ref_n <= k ) :
        n . append ( sort . pop ( 0 ) )
        ref_n += 1
    return n
",N/A,0.641,0.047,0.000,0.000,0.500,9.953,11.188,5,5,0.274
question_5,100,0,wrong_5_024.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop [ 0 ] )
        n += 1
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop [ 0 ] )
        n += 1
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


",{'top_k': 'correct_5_057.py'},{'top_k': ''},"def top_k ( sort_k , k ) :
    sort = [ ]
    while sort_k :
        biggest = sort_k [ 0 ]
        for i in sort_k [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        sort_k . remove ( biggest )
        sort . append ( biggest )
    n = 1
    ref_sort_k = [ ]
    while ( n <= k ) :
        ref_sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return ref_sort_k
",N/A,0.688,0.062,0.000,0.000,0.531,26.031,27.312,5,5,0.167
question_5,100,0,wrong_5_025.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                oldest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


",{'top_k': 'correct_5_057.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k
",N/A,0.656,0.062,0.000,0.000,0.609,0.250,1.594,5,5,0.015
question_5,100,0,wrong_5_026.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i [ 1 ] > largest [ 1 ] ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
    pass


","def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i [ 1 ] > largest [ 1 ] ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
    pass


","def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
    pass


",{'top_k': 'correct_5_018.py'},{'top_k': ''},"def top_k ( sort , k ) :
    if ( sort == [ ] ) :
        return [ ]
    ref_sort = [ ]
    while sort :
        largest = sort [ 0 ]
        for i in sort :
            if ( i > largest ) :
                largest = i
        sort . remove ( largest )
        ref_sort . append ( largest )
    return ref_sort [ : k ]
    pass
",N/A,0.672,0.031,0.000,0.000,0.219,20.641,21.594,5,5,0.268
question_5,100,0,wrong_5_027.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sorted_lst = lst
    while sorted_lst :
        largest = sorted_lst [ 0 ]
        for element in sorted_lst :
            if ( element > largest ) :
                largest = element
        sorted_lst . remove ( largest )
        sorted_lst . append ( largest )
    return sorted_lst [ : ( k - 1 ) ]
    pass


","def top_k ( lst , k ) :
    sorted_lst = lst
    while sorted_lst :
        largest = sorted_lst [ 0 ]
        for element in sorted_lst :
            if ( element > largest ) :
                largest = element
        sorted_lst . remove ( largest )
        sorted_lst . append ( largest )
    return sorted_lst [ : ( k - 1 ) ]
    pass


","def top_k ( lst , k ) :
    sorted_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sorted_lst . append ( largest )
    return sorted_lst [ : k ]
    pass


",{'top_k': 'correct_5_060.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sorted_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sorted_lst . append ( largest )
    return sorted_lst [ : k ]
    pass
",N/A,0.656,1.219,0.000,0.000,5.406,24.625,31.922,5,5,0.174
question_5,100,0,wrong_5_028.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        sort . append ( i )
    return sort [ : ( k - 1 ) ]


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        sort . append ( i )
    return sort [ : ( k - 1 ) ]


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]


",{'top_k': 'correct_5_167.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
",N/A,0.703,1.438,0.000,0.000,5.344,17.953,25.453,5,5,0.225
question_5,100,0,wrong_5_029.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sorted_list = [ ]
    while lst :
        smallest = lst [ 0 ]
        for element in lst :
            if ( element < smallest ) :
                smallest = element
            lst . remove ( element )
            sorted_list . append ( element )
    return list . reverse ( sorted_list ) [ : ( k - 1 ) ]


","def top_k ( lst , k ) :
    sorted_list = [ ]
    while lst :
        smallest = lst [ 0 ]
        for element in lst :
            if ( element < smallest ) :
                smallest = element
            lst . remove ( element )
            sorted_list . append ( element )
    return list . reverse ( sorted_list ) [ : ( k - 1 ) ]


","def top_k ( lst , k ) :
    sorted_list = [ ]
    while lst :
        smallest = lst [ 0 ]
        for element in lst :
            if ( element < smallest ) :
                smallest = element
        lst . remove ( smallest )
        sorted_list . append ( smallest )
    final = sorted_list [ : : ( - 1 ) ]
    return final [ : k ]


",{'top_k': 'correct_5_091.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sorted_list = [ ]
    while lst :
        smallest = lst [ 0 ]
        for element in lst :
            if ( element < smallest ) :
                smallest = element
        lst . remove ( smallest )
        sorted_list . append ( smallest )
    ref_final = sorted_list [ : : ( - 1 ) ]
    return ref_final [ : k ]
",N/A,0.719,1.609,0.000,0.000,0.312,0.109,2.781,5,5,0.354
question_5,100,0,wrong_5_030.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    ( sort , output ) = ( [ ] , [ ] )
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    for j in sort :
        output . append ( j )
        if ( len ( output ) == k ) :
            break
    return output


","def top_k ( lst , k ) :
    ( sort , output ) = ( [ ] , [ ] )
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    for j in sort :
        output . append ( j )
        if ( len ( output ) == k ) :
            break
    return output


","def top_k ( lst , k ) :
    new_list = [ ]
    while lst :
        maximum = lst [ 0 ]
        for i in lst :
            if ( i > maximum ) :
                maximum = i
        new_list . append ( maximum )
        lst . remove ( maximum )
    new_list_2 = [ ]
    counter = 0
    for i in new_list :
        if ( counter < k ) :
            new_list_2 . append ( new_list [ counter ] )
            counter = ( counter + 1 )
    return new_list_2


",{'top_k': 'correct_5_047.py'},{'top_k': ''},"def top_k ( lst , k ) :
    ( sort , output ) = ( [ ] , [ ] )
    while lst :
        largest = lst [ 0 ]
        for i in lst :
            if ( i > largest ) :
                largest = i
        lst . remove ( largest )
        sort . append ( largest )
    ref_new_list_2 = [ ]
    ref_counter = 0
    for i in sort :
        if ( ref_counter < k ) :
            ref_new_list_2 . append ( sort [ ref_counter ] )
            ref_counter = ( ref_counter + 1 )
    return ref_new_list_2
",N/A,0.688,0.047,0.000,0.000,0.672,2.734,4.172,5,5,0.458
question_5,100,0,wrong_5_031.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( lst . pop ( largest ) )
    return new_lst [ : k ]


","def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( lst . pop ( largest ) )
    return new_lst [ : k ]


","def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( largest )
        lst . remove ( largest )
    return new_lst [ : k ]


",{'top_k': 'correct_5_013.py'},{'top_k': ''},"def top_k ( new_lst , k ) :
    ref_new_lst = [ ]
    while new_lst :
        largest = new_lst [ 0 ]
        for numbers in new_lst :
            if ( numbers > largest ) :
                largest = numbers
        ref_new_lst . append ( largest )
        new_lst . remove ( largest )
    return ref_new_lst [ : k ]
",N/A,0.625,0.953,0.000,0.000,0.234,5.672,7.516,5,5,0.350
question_5,100,0,wrong_5_032.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( numbers )
        lst . remove ( numbers )
    return new_lst [ : k ]


","def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( numbers )
        lst . remove ( numbers )
    return new_lst [ : k ]


","def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( largest )
        lst . remove ( largest )
    return new_lst [ : k ]


",{'top_k': 'correct_5_013.py'},{'top_k': ''},"def top_k ( lst , k ) :
    new_lst = [ ]
    while lst :
        largest = lst [ 0 ]
        for numbers in lst :
            if ( numbers > largest ) :
                largest = numbers
        new_lst . append ( largest )
        lst . remove ( largest )
    return new_lst [ : k ]
",N/A,0.625,0.703,0.000,0.000,0.391,10.516,12.234,5,5,0.048
question_5,100,0,wrong_5_033.py,success_wo_mut,1,0,"def top_k ( lst , k ) :
    final = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
            lst . remove ( largest )
            final . append ( largest )
        if ( len ( final ) == k ) :
            break
    return final


","def top_k ( lst , k ) :
    final = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
            lst . remove ( largest )
            final . append ( largest )
        if ( len ( final ) == k ) :
            break
    return final


","

def top_k(lst, k):
    newlist = []
    counter = k
    while (counter > 0):
        biggest = lst[0]
        for i in lst[1:]:
            if (biggest > i):
                continue
            biggest = i
            continue
        if True:
            pass
        newlist += [biggest]
        counter -= 1
        lst.remove(biggest)
    return newlist
",{'top_k': 'correct_5_188.py'},"{'top_k': 'B1.h,A1.a'}","def top_k ( lst , k ) :
    ref_newlist = [ ]
    ref_counter = k
    while ( ref_counter > 0 ) :
        ref_biggest = lst [ 0 ]
        for ref_i in lst [ 1 : ] :
            if ( ref_biggest > ref_i ) :
                continue
            ref_biggest = ref_i
            continue
        if True :
            pass
        ref_newlist += [ ref_biggest ]
        ref_counter -= 1
        lst . remove ( ref_biggest )
    return ref_newlist
",N/A,2.938,0.016,0.000,0.000,0.297,5.438,8.703,5,5,1.021
question_5,100,0,wrong_5_034.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    final = [ ]
    while lst :
        element = max ( lst )
        final += [ element ]
        lst . remove ( element )
        if ( len ( final ) == k ) :
            break
    return final


","def top_k ( lst , k ) :
    final = [ ]
    while lst :
        element = max ( lst )
        final += [ element ]
        lst . remove ( element )
        if ( len ( final ) == k ) :
            break
    return final


","def top_k ( lst , k ) :
    unsorted = lst
    result = [ ]
    while True :
        if ( len ( result ) == k ) :
            break
        result += [ max ( unsorted ) ]
        unsorted . remove ( max ( unsorted ) )
    return result


",{'top_k': 'correct_5_186.py'},{'top_k': ''},"def top_k ( lst , k ) :
    ref_unsorted = lst
    ref_result = [ ]
    while lst :
        if ( len ( ref_result ) == k ) :
            break
        ref_result += [ max ( ref_unsorted ) ]
        ref_unsorted . remove ( max ( ref_unsorted ) )
    return ref_result
",N/A,0.672,0.016,0.000,0.000,0.078,7.797,8.578,5,5,0.829
question_5,100,0,wrong_5_035.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
            if ( len ( final ) == k ) :
                break
        return final


","def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
            if ( len ( final ) == k ) :
                break
        return final


","def top_k ( lst , k ) :
    if ( ( lst == [ ] ) or ( k == 0 ) ) :
        return [ ]
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
            if ( len ( final ) == k ) :
                break
        return final


",{'top_k': 'correct_5_036.py'},{'top_k': ''},"def top_k ( lst , k ) :
    if ( ( lst == [ ] ) or ( k == 0 ) ) :
        return [ ]
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
            if ( len ( final ) == k ) :
                break
        return final
",N/A,0.609,0.047,0.000,0.000,0.062,0.109,0.844,5,5,0.143
question_5,100,0,wrong_5_036.py,fail_timeout,0,0,"def top_k ( lst , k ) :
    if ( lst == [ ] ) :
        return [ ]
    elif ( k == 0 ) :
        return lst
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
            if ( len ( final ) == k ) :
                break
        return final


","def top_k ( lst , k ) :
    pass
    if ( lst == [ ] ) :
        return [ ]
    elif ( k == 0 ) :
        return lst
    else :
        final = [ ]
        while lst :
            element = max ( lst )
            final += [ element ]
            lst . remove ( element )
        return False
    l = [ ]
    if ( len ( final ) == k ) :
        break
        if True :
            pass
        return final
    pass
","

def top_k(lst, k):
    l = []
    if (k > len(lst)):
        return False
    elif (k == 1):
        return lst
    else:
        while (len(l) < k):
            a = max(lst)
            lst.remove(a)
            l.append(a)
        return l
    if True:
        if True:
            pass
        pass
",{'top_k': 'correct_5_400.py'},"{'top_k': 'B1.h,B1.f'}","def top_k ( lst , k ) :
    l = [ ]
    if ( lst == [ ] ) :
        return [ ]
    elif ( k == 1 ) :
        return lst
    else :
        while ( len ( l ) < k ) :
            element = max ( lst )
            lst . remove ( element )
            l . append ( element )
        return l
    if ( len ( final ) == k ) :
        if True :
            pass
        pass
    pass
",N/A,11.422,0.078,0.000,0.016,0.031,51.719,63.266,5,5,N/A
question_5,100,0,wrong_5_037.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        smallest = lst [ 0 ]
        for i in lst :
            if ( i < smallest ) :
                smallest = i
        lst . remove ( smallest )
        sort . append ( smallest )
    counter = k
    while ( counter != len ( lst ) ) :
        lst . pop ( )
        counter += 1
    return lst


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        smallest = lst [ 0 ]
        for i in lst :
            if ( i < smallest ) :
                smallest = i
        lst . remove ( smallest )
        sort . append ( smallest )
    counter = k
    while ( counter != len ( lst ) ) :
        lst . pop ( )
        counter += 1
    return lst


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        biggest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > biggest ) :
                biggest = i
        lst . remove ( biggest )
        sort . append ( biggest )
    n = 1
    sort_k = [ ]
    while ( n <= k ) :
        sort_k . append ( sort . pop ( 0 ) )
        n += 1
    return sort_k


",{'top_k': 'correct_5_057.py'},{'top_k': ''},"def top_k ( lst , counter ) :
    sort = [ ]
    while lst :
        smallest = lst [ 0 ]
        for i in lst [ 1 : ] :
            if ( i > smallest ) :
                smallest = i
        lst . remove ( smallest )
        sort . append ( smallest )
    ref_n = 1
    ref_sort_k = [ ]
    while ( ref_n <= counter ) :
        ref_sort_k . append ( sort . pop ( 0 ) )
        ref_n += 1
    return ref_sort_k
",N/A,1.969,0.078,0.000,0.000,0.656,28.594,31.312,5,5,0.386
question_5,100,0,wrong_5_038.py,fail_timeout,1,1,"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : 4 ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : 4 ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


",{'top_k': 'correct_5_206.py'},{'top_k': ''},"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]
",N/A,0.922,0.047,0.000,0.000,0.453,58.875,60.328,5,5,N/A
question_5,100,0,wrong_5_039.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : 4 ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : 4 ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


",{'top_k': 'correct_5_206.py'},{'top_k': ''},"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]
",N/A,0.609,0.016,0.000,0.000,0.344,58.984,59.969,5,5,0.073
question_5,100,0,wrong_5_040.py,fail_timeout,1,1,"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : ( k + 1 ) ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : ( k + 1 ) ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


",{'top_k': 'correct_5_206.py'},{'top_k': ''},"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]
",N/A,0.625,0.047,0.000,0.000,0.328,59.031,60.062,5,5,N/A
question_5,100,0,wrong_5_041.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ i ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


","def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]


",{'top_k': 'correct_5_206.py'},{'top_k': ''},"def top_k ( lst , k ) :
    i = 0
    while ( ( i + 1 ) < len ( lst ) ) :
        if ( lst [ i ] < lst [ ( i + 1 ) ] ) :
            lst . extend ( [ lst [ i ] ] )
            lst . pop ( i )
            i = 0
        else :
            i += 1
    return lst [ : k ]
",N/A,0.609,0.047,0.000,0.000,0.328,58.953,59.953,5,5,0.055
question_5,100,0,wrong_5_042.py,success_wo_mut,1,1,"def top_k ( lst , k ) :
    sort = [ ]
    x = len ( lst )
    while ( x >= ( x - k ) ) :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort


","def top_k ( lst , k ) :
    sort = [ ]
    x = len ( lst )
    while ( x >= ( x - k ) ) :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort


","def top_k ( lst , k ) :
    sort = [ ]
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]


",{'top_k': 'correct_5_052.py'},{'top_k': ''},"def top_k ( lst , k ) :
    sort = [ ]
    x = len ( lst )
    while lst :
        largest = lst [ 0 ]
        for element in lst :
            if ( element > largest ) :
                largest = element
        lst . remove ( largest )
        sort . append ( largest )
    return sort [ : k ]
",N/A,0.609,1.562,0.000,0.000,0.469,0.516,3.172,5,5,0.200
